id,name,short_name,owner_email,tax_id,address1,address2,city,us_state,zipcode,country,external_id,status,reject_reason,reject_detail,owner_id,reviewer_id,organization_id,notes,created_at,updated_at,approved_time_utc,account_code,sales_rep_id,owner_sales_rep_country,owner_sales_rep_office,owner_sales_rep_name,form_active_time,member_office,last_execution_time
614,"Shenzhen Senbang Int'l Freight Co.,Ltd",Senbang,bkg1@sbichina.com,15600775,"5E-3,Seaview Plaza,18 Taizi Road,Shekou",,SHENZHEN,GUANGDONG,518067,CN,"CNS001416
",APPROVED,,,700,44,587,,2019/12/24 上午 06:27:04,2020/1/3 上午 04:02:04,2019/12/24 上午 09:08:11,"CNS001416
",140,CN,SHENZHEN,"CHELSEA YANG (YANG, QIU-HONG)",2019/12/23 上午 06:12:15,SHENZHEN,2020/5/18 上午 01:32:21
616,"JIUJIANG AMT SHIPPING AGENCY CO., LTD",JIUJIANG AMT,summer2016515@126.com,91360402698458530L,"NO.2,FLOOR 6, LUSHAN ROAD,JIUJIANG,JIANGXI",,JIUJIANG,,332000,CN,CNJ005220,APPROVED,,,702,45,588,,2019/12/24 上午 06:39:47,2019/12/24 上午 09:08:11,2019/12/24 上午 09:08:11,CNJ005220,56,CN,WUHAN,MICHAEL HAN,2019/12/24 上午 06:30:57,WUHAN,2020/5/18 上午 01:32:21
630,"LONGTEMP INTERNATIONAL LOGISTICS CO.,LTD.",LONGTEMP INTERNATIONAL  ,opsea@longtemp.com,91370200776804575N,"RM 904,LAND OF WEALTH BUILDING,","NO.105 YAN'AN 3 ROAD,QINGDAO,CHINA 266071",QINGDAO,SHANDONG,266071,CN,CNQ002086,APPROVED,,,716,45,567,,2019/12/24 上午 08:49:12,2020/1/3 上午 06:00:36,2019/12/24 上午 08:56:05,CNQ002086,200,CN,QINGDAO,"ERIC ZHOU (ZHOU, HAO)",2019/12/24 上午 08:31:40,QINGDAO,2020/5/18 上午 01:32:21
631,EXPRESS STAR LINE LTD,EXPRESS STAR,liner6@expstar.com,91440500707819271N,"RM 1402,HANGJIANG BUILDING, 118 CHANGPING ROAD, SHANTOU S.E.Z., GUANGDONG PROVINCE, P.R.CHINA","2202,A1 Building,Wealth Century Square,No.13 Haian Road,Zhujiang New Town,Tianhe District,Guangzhou. ",SHANTOU,GUANGDONG,515000,CN,CNE000284,APPROVED,,,717,45,594,,2019/12/24 上午 10:29:40,2019/12/30 上午 05:44:30,2019/12/30 上午 05:44:30,CNE000284,240,CN,GUANGZHOU,"SHAWN ZHOU (ZHOU, SHANG-ZHI)",2019/12/24 上午 10:15:32,GUANGZHOU,2020/5/18 上午 01:32:21
830,Protrade Asia Limited,PAL,arthurc@protrade.org,12936216,"8F, No. 59, Lane 77, Shing Ai Road, Neihu District",,Taipei,,11494,TW,TWP002243,APPROVED,,,931,45,755,,2019/12/31 上午 06:07:15,2020/1/2 上午 02:19:17,2020/1/2 上午 02:19:17,TWP002243,483,TW,TAIPEI,"RUBY KUO,(KUO, TIEN-JUNG)",2019/12/31 上午 06:05:29,TAIPEI,2020/5/18 上午 01:32:21
826,"INNO-TRANS INT'L LOGISTICS CO.,LTD",INNO-TRANS,paytonwan@itllog.com,91440300553851518W ,"ROOM 8412,4/F,YIJING BLDG,MEILIN RD,FUTIAN",,SHENZHEN,,518000,CN,CNI000863,APPROVED,,,927,45,759,,2019/12/31 上午 05:42:32,2020/1/2 上午 02:26:29,2020/1/2 上午 02:26:29,CNI000863,94,CN,SHENZHEN,"SAM HUNG (HUNG,MING-HUNG)",2019/12/20 上午 03:06:45,SHENZHEN,2020/5/18 上午 01:32:21
1335,Glory Shine International Logistics Company Ltd,Glory Shine,vivienzhou@gloryshine.com.cn,440301102728732,"Add: Room 1618, Block B,Customs Mansion Bldg,South Dongmen Road,Shenzhen,China",,SHENZHEN,GUANGDONG,518000,CN,CNG001906,APPROVED,,,1578,43,1138,,2020/1/21 上午 09:29:08,2020/1/21 上午 10:30:14,2020/1/21 上午 10:30:14,CNG001906,375,CN,ZHONGSHAN,"STEVEN XIAO (XIAO, ZHAN-HUI)",2020/1/21 上午 09:20:07,ZHONGSHAN,2020/5/18 上午 01:32:21
850,"AT ASIA Co., Ltd - Ho Chi Minh Branch","AT ASIA Co., Ltd",cs3.hcm@atasia.vn,0105684477-001           ,"Add: 2 Flr, No. 20 Phan Dinh Giot Str, Ward 2 , 
Tan Binh Dist, Ho Chi Minh City, VN
",,HO CHI MINH,HO CHI MINH,70000,VN,VNA000977,APPROVED,,,959,44,780,,2020/1/3 上午 03:50:05,2020/1/3 上午 09:48:18,2020/1/3 上午 09:48:18,VNA000977,490,VN,HO CHI MINH,VINCENT CAO,2020/1/3 上午 03:48:58,HO CHI MINH,2020/5/18 上午 01:32:21
838,Canaan Group,Canaan Group,patrick@canaangroup.ca,BC0240370,11371 Twigg Place,,Richmond,BRITISH COLUMBIA,V6V 3C9,CA,CAC000112 ,APPROVED,,,939,45,781,,2019/12/31 下午 06:37:59,2020/1/6 上午 12:43:59,2020/1/6 上午 12:43:59,CAC000112 ,111,CA,VANCOUVER,NICK SAUGESTAD,2019/12/31 下午 06:37:41,VANCOUVER,2020/5/18 上午 01:32:21
849,Sarjak Container Lines.1578281211.rejected,sarjak,james.zhai@sarjak.com.1578281211.rejected,+86-21-65202260.1578281211.rejected,"ROOM 1005,DINGLI BUILDING,NO. 235 CHANGYAN ROAD",,shanghai,SHANGHAI,200082,CN,,REJECTED,invalid_name,,958,45,,,2020/1/3 上午 03:44:37,2020/1/6 上午 03:26:52,,,156,CN,SHANGHAI,"MARCO MENG (MENG, WEI)",,SHANGHAI,2020/5/18 上午 01:32:21
831,"CARGO-LOGISTICS(XIAMEN)CO.,LTD.SHENZHEN BRANCH",CHENDA SHENZHEN,lisa@cargo-logistics.com,914403007966177699,"ROOM 408 QIURUI BLDG.,NO.207 MINKANG ROAD,MINZHI STREET, LONGHUA NEW DISTRICT",,SHENZHEN,,5018000,CN,CNC005570,APPROVED,,,932,45,819,,2019/12/31 上午 06:17:07,2020/1/9 上午 03:53:07,2020/1/9 上午 03:53:07,CNC005570,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",2019/12/23 上午 03:04:54,SHENZHEN,2020/5/18 上午 01:32:21
825,"CARGO-LOGISTICS (XIAMEN) CO., LTD",CARGO--LOG,pricing@cargo-logistics.com,91350206705456550R,"6/F, THE SUN ISLAND BUILDING,   NO. 24 HULI ROAD",,XIAMEN,,518000,CN,CNC005282,APPROVED,,,926,45,820,,2019/12/31 上午 05:34:46,2020/1/9 上午 03:53:25,2020/1/9 上午 03:53:25,CNC005282,118,CN,SHENZHEN,"SEVEN ZHAO (ZHAO, JIANG)",2019/12/31 上午 03:59:09,SHENZHEN,2020/5/18 上午 01:32:21
936,PT. KORMAN KENCANA EXPRESSINDO,Korman Kencana,albert.smg@korman-seasia.com,018307629511000,Jl. Sri Rejeki Raya No 5,,Semarang,CENTRAL JAVA,50149,ID,IDK000347,APPROVED,,,1081,44,850,,2020/1/11 下午 01:14:35,2020/1/13 上午 04:00:08,2020/1/13 上午 04:00:08,IDK000347,746,ID,SEMARANG,SISKA INDRIATI,2020/1/11 上午 04:55:35,SEMARANG,2020/5/18 上午 01:32:21
647,"WINSMART INTERNATIONAL SHIPPING LTD.,",WM,winny-jm@wmshipping.com,91440700594068968H,"3/F,Talcheng bullding,No,36,gangkou 2nd Road,jiangmen clty",,Jiang men,,Peng JING,CN,CNW001576,APPROVED,,,733,44,607,,2019/12/25 上午 08:03:04,2019/12/30 上午 05:55:59,2019/12/30 上午 05:55:59,CNW001576,380,CN,ZHONGSHAN,"CHRIS HUANG (HUANG, WEN-CHANG)",2019/12/25 上午 07:58:12,ZHONGSHAN,2020/5/18 上午 01:32:21
652,China Intertrans Shenzhen Co Ltd,China Intertrans Shenzhen Co Ltd,rober.xu@chinaintertrans.com,91440300MA5DQQ7X5E,"Room 401, 4F, China Merchants Port Plaza, 1 Gongye 3rd Road,
Shekou, Shenzhen, China",,SHENZHEN,GUANGDONG,518000,CN,CNC011528,APPROVED,,,738,45,591,,2019/12/25 上午 08:18:12,2019/12/30 上午 05:42:19,2019/12/30 上午 05:42:19,CNC011528,247,CN,GUANGZHOU,"ERROL YU (YU, RONG-HUA)",,GUANGZHOU,2020/5/18 上午 01:32:21
653,Trans Logistics Guangxi Ltd.,Trans Logistics ,marketing@trs-logistics.com,91450100699889762E,"3/F, Comprehensive Building, KaiDe Science & Technology Park,No.12 East KeYuan Rd, New & High-Tech Industrial Development Zone, ",,Nanning,GUANGXI,530001,CN,CNT008397,APPROVED,,,739,45,647,,2019/12/25 上午 08:21:25,2019/12/30 上午 06:47:39,2019/12/30 上午 06:47:39,CNT008397,89,CN,ZHANJIANG,MIO HOU,2019/12/25 上午 08:20:30,ZHANJIANG,2020/5/18 上午 01:32:21
636,"WUHAN SHIJIGAOJIE INTERNATIONAL FREIGHT FORWARDER CO.,LTD.",WUHAN SHIJI GAOJIE,945531865@qq.com,91420106MA4KM38K58,"1808,BUILDING 12,WANDA PLAZA(TWO),NO.98 LINJIANG ROAD,WUCHANG DISTRICT,WUHAN",,WUHAN,,430000,CN,CNW006543,APPROVED,,,722,44,599,,2019/12/25 上午 03:13:30,2019/12/30 上午 05:49:28,2019/12/30 上午 05:49:28,CNW006543,56,CN,WUHAN,MICHAEL HAN,2019/12/24 上午 07:08:42,WUHAN,2020/5/18 上午 01:32:21
638,"Marka Logistics Co., Ltd. Shantou Branch",MARKA SHANTOU,stcustomer@markalogistics.com,91440500MA4UNX7U7F,"1610, Shanrong Building, Jinsha Road.E., ","Shantou, Guangdong, China.",SHANTOU,GUANGDONG,515000,CN,CNM003762,APPROVED,,,724,44,600,,2019/12/25 上午 03:39:03,2019/12/30 上午 05:50:24,2019/12/30 上午 05:50:24,CNM003762,96,CN,SHANTOU,JASON CHIANG,,SHANTOU,2020/5/18 上午 01:32:21
635,"SHANTOU YUYANG INT'L LOGISTICS CO., LTD",YUYANG,booking@styuyang.com,91440500075083752W,"ROOM 704,NO.1 BUILDING,BIXIA ZHUANG CENTRAL AREA,LONGHU DISTRICT,SHANTOU,GUANGDONG,CHINA.",,SHANTOU,GUANGDONG,515000,CN,CNS029500,APPROVED,,,721,44,601,,2019/12/25 上午 02:47:07,2019/12/30 上午 05:50:49,2019/12/30 上午 05:50:49,CNS029500,96,CN,SHANTOU,JASON CHIANG,2019/12/25 上午 02:45:54,SHANTOU,2020/5/18 上午 01:32:21
640,"SHANGHAI HUJIA INT'L FREIGHT FORWARDING CO., LTD. QINGDAO BRANCH",MLG TAO,mlg-qingdao@mol-logistics.cn,9131000060740655XC,"ROOM 702 7TH FL., CML TOWER 169, SHENZHEN ROAD, LAOSHAN DISTRICT, QINGDAO, CHINA",,QINGDAO,,266061,CN,CNS008589,APPROVED,,,726,44,603,,2019/12/25 上午 06:22:29,2019/12/30 上午 05:52:12,2019/12/30 上午 05:52:11,CNS008589,204,CN,QINGDAO,"CHANNING CHANG (CHANG, YI)",2019/12/25 上午 06:20:02,QINGDAO,2020/5/18 上午 01:32:21
655,"DALIAN UNILINE SHIPPING CO.,LTD.",UNILINE,lucy_liu@unilineship.com,91210200756081445X,"A/2701 Mingshi Fortune Center,No.20 Gangwan
Street,Zhongshan Dist.,01",,DALIAN,LIAONING,116001,CN,CND000919,APPROVED,,,741,44,610,,2019/12/25 上午 08:28:30,2019/12/30 上午 06:01:08,2019/12/30 上午 06:01:08,CND000919,263,CN,DALIAN,"MART LI (LI, BO-FANG)",2019/12/25 上午 08:26:54,DALIAN,2020/5/18 上午 01:32:21
658,"Werner Global Logistics (Shanghai) Co., Ltd.",Werner,fchen@werner.com,91440300672971416C,"801/8F VANKE CENTER RIVERSIDE, 118 Minsheng Road
Pudong New District, Shanghai, China 200120
",,SHANGHAI,GUANGDONG,200120,CN,CNW003152,APPROVED,,,744,45,593,,2019/12/25 上午 08:36:29,2019/12/30 上午 05:42:46,2019/12/30 上午 05:42:45,CNW003152,251,CN,GUANGZHOU,"CHLOE LI (LI, LI-RUI)",2019/12/20 上午 03:47:52,GUANGZHOU,2020/5/18 上午 01:32:21
661,DCS DAH STAR LOGISTICS CO LIMITED,DCS DAH STAR,sean.zheng@dcs-dahstar.com,91310000580594318F,"RM 802 TOWER B NO.269 HAINING RD, SHANGHAI, CHINA",,SHANGHAI,SHANGHAI,200080,CN,CND006574,APPROVED,,,747,45,666,,2019/12/25 上午 08:41:16,2019/12/30 上午 09:16:18,2019/12/30 上午 09:16:18,CND006574,175,CN,SHANGHAI,"BRIAN CHAO (CHAO, CHIH-HAO)",2019/12/25 上午 08:40:53,SHANGHAI,2020/5/18 上午 01:32:21
663,UBI Logistics (China) Limited Shanghai Branch,UBI SHA,commercial-sha@gotoubi.com,91310000X07288107Q,"A302-304, Jin Ying Plaza, No.1518 Min Sheng Road,","Pudong, Shanghai, China  200135",Shanghai,SHANGHAI,200135,CN,CNU000722,APPROVED,,,749,45,672,,2019/12/25 上午 08:49:46,2019/12/30 上午 09:18:47,2019/12/30 上午 09:18:47,CNU000722,174,CN,SHANGHAI,"BRIAN HUANG (HUANG, CHENG-QI)",2019/12/25 上午 08:49:12,SHANGHAI,2020/5/18 上午 01:32:21
648,"SHANGHAI EVEREST INTERNATIONAL LOGISTICS CO.,LTD",SHANGHAI EVEREST,aland_sha@everokgroup.com,310109795680096 ,"12F,NO.2 BUILDING,NO.1080 CHANGYANG ROAD,YANGPU DISTRICT,SHANGHAI,CHINA,200082
TEL: 021-80354088
",,YANGPU,SHANGHAI,200080,CN,CNS021486,APPROVED,,,734,44,673,,2019/12/25 上午 08:05:32,2019/12/30 上午 09:19:08,2019/12/30 上午 09:19:08,CNS021486,182,CN,SHANGHAI,"WADE WANG (WANG, WEI)",2019/12/25 上午 08:04:57,SHANGHAI,2020/5/18 上午 01:32:21
650,"GLOBAL PRO(SHANGHAI) LOGISTICS CO.,LTD.",GPL SHA,lily_sha@shipgpl.com.cn,91310000MA1G5C978Y,"ROOM NO.1715-16,NO,289 WUJIN ROAD,",SHANGHAI,SHANGHAI,SHANGHAI,200081,CN,CNG009845,APPROVED,,,736,44,679,,2019/12/25 上午 08:14:01,2019/12/30 上午 09:20:23,2019/12/30 上午 09:20:23,CNG009845,150,CN,SHANGHAI,"TIM CHENG (CHENG, TIAN-EN)",2019/12/25 上午 08:11:11,SHANGHAI,2020/5/18 上午 01:32:21
657,"E-Line Supply Chain Management Co., LTD.",E-Line,idea@my-eline.com,91310109MA1G5EJE4J,"ROOM2002 C BLOCK,SILVABAY TOWER ,
NO 469 WUSONG ROAD",,SHANGHAI,SHANGHAI,200080,CN,CNE003034,APPROVED,,,743,45,682,,2019/12/25 上午 08:33:15,2019/12/30 上午 09:21:14,2019/12/30 上午 09:21:14,CNE003034,171,CN,SHANGHAI,"CRYSTAL WU (WU, YING-YING)",2019/12/25 上午 08:31:05,SHANGHAI,2020/5/18 上午 01:32:21
662,"SHANGHAI GDL LOGISTICS CO.,LTD.",SHANGHAI GDL,cash@goldenlinelogistics.com,913101090558692211,"Rm 601,No.218,Wu Song Road,Shanghai,",ChinaPost Code:200080,SHANGHAI,,20080,CN,CNS031759,APPROVED,,,748,44,668,,2019/12/25 上午 08:46:05,2019/12/30 上午 09:17:47,2019/12/30 上午 09:17:47,CNS031759,178,CN,SHANGHAI,"ALSTON YANG (YANG, LEI)",2019/12/25 上午 08:42:41,SHANGHAI,2020/5/18 上午 01:32:21
656,"FAR REACHING LOGISTICS(SHANGHAI)CO.,LTD.",FRL SHA,funny@frl-group.com,+91310109568061703G ,12D FUSHEN MANSION NO.8 BEIHAI RD HUANGPU DIST.,,SHANGHAI,SHANGHAI,200001,CN,CNF007169,APPROVED,,,742,44,670,,2019/12/25 上午 08:29:03,2019/12/30 上午 09:18:14,2019/12/30 上午 09:18:14,CNF007169,180,CN,SHANGHAI,"ADAMS WANG (WANG, YI-YUN)",2019/12/25 上午 08:27:19,SHANGHAI,2020/5/18 上午 01:32:21
639,De Well Container Shipping INC.,De Well,george.zhang@sh.de-well.com,91310115660737307U,"18F JIUSHI MANSION, NO 28, ZHONGSHAN ROAD(S), SHANGHAI, CHINA",,SHANGHAI,SHANGHAI,200010,CN,CND000163,APPROVED,,,725,44,657,,2019/12/25 上午 05:28:20,2019/12/30 上午 08:34:10,2019/12/30 上午 08:34:10,CND000163,166,CN,SHANGHAI,"GEORGE CHEN (CHEN, QI)",2019/12/25 上午 05:25:12,SHANGHAI,2020/5/18 上午 01:32:21
632,"SOONEST EXPRESS(CHINA) CO.,LTD",SOONEST,kelly_chen@mail.soonest.cn,91310000717851307Q,ROOM 1503 SI PING ROAD SHANGHAI CHINA,,SHANGHAI,SHANGHAI,200123,CN,CNS014020,APPROVED,,,718,44,776,,2019/12/24 上午 11:09:25,2020/1/3 上午 06:44:38,2020/1/3 上午 06:44:38,CNS014020,154,CN,SHANGHAI,"NICK LU (LU, XIAO-CHENG)",2019/12/24 上午 11:04:05,SHANGHAI,2020/5/18 上午 01:32:21
660,"Ningbo Port Southeast Logistics Group Co.,Ltd.Shanghai Branch",SE,miaojy@npsel.com,9131010968402351XW,"Suite C26th FL,Hi Tech East King City,No.668 Beijing Road (E),Shanghai",,SHANGHAI,SHANGHAI,200001,CN,CNN009890,APPROVED,,,746,45,689,,2019/12/25 上午 08:40:31,2019/12/30 上午 09:23:08,2019/12/30 上午 09:23:08,CNN009890,169,CN,SHANGHAI,"DARREN WANG (WANG, RU-YI)",2019/12/25 上午 08:39:07,SHANGHAI,2020/5/18 上午 01:32:21
664,Kuehne + Nagel Limited,kn,knsha.seaproduct@kuehne-nagel.com,91310000717850897G,"BUILDING#4,1401 LANE,JIANGCHANG ROAD. JINGAN DISTRICT,  SHANGHAI,P.R.CHINA ",,SHANGHAI,,200436,CN,CNK000008,APPROVED,,,750,45,690,,2019/12/25 上午 08:55:08,2020/3/23 上午 03:57:16,2019/12/30 上午 09:23:35,CNK000008,169,CN,SHANGHAI,"DARREN WANG (WANG, RU-YI)",,SHANGHAI,2020/5/18 上午 01:32:21
645,ALL PORTS INTERNATIONAL LOGISTICS SHANGHAI LTD.,ALL PORTS,steven@allports-sha.cn,91310120MA1HNMU946,"Room 202 ,Shanghai Trade Square, No.188 SiPing Rd,Shanghai China  ",,SHANGHAI,SHANGHAI,200086,CN,CNA004389,APPROVED,,,731,45,692,,2019/12/25 上午 07:56:54,2019/12/30 上午 09:24:06,2019/12/30 上午 09:24:06,CNA004389,169,CN,SHANGHAI,"DARREN WANG (WANG, RU-YI)",2019/12/25 上午 07:50:23,SHANGHAI,2020/5/18 上午 01:32:21
665,"MOORLUK INTERNATIONAL SHIPPING CO.,LTD",MOORLUK,david.tong@moorluk.com,91310109530400054A,"ROOM 16J,BUILDING KAIKAI,NO.888 WANGHANGDU ROAD,JINGAN",,SHANGHAI,SHANGHAI,200133,CN,CNM003986,APPROVED,,,751,45,693,,2019/12/25 上午 08:55:37,2019/12/30 上午 09:24:26,2019/12/30 上午 09:24:26,CNM003986,169,CN,SHANGHAI,"DARREN WANG (WANG, RU-YI)",2019/12/25 上午 08:46:30,SHANGHAI,2020/5/18 上午 01:32:21
642,"SHANGHAI MOSIN GLOBAL LOGISTICS CO., LTD. ",SMGL,victor@smglogistics.com,91310113MA1GM8RM74,"ROOM 206,BULD C#,NO 216 TANGSHAN RD,HONGKOU
DIST SHANGHAI CHINA 200080
",,SHANGHAI,SHANGHAI,200080,CN,CNS034900,APPROVED,,,728,45,695,,2019/12/25 上午 07:34:51,2019/12/30 上午 09:24:48,2019/12/30 上午 09:24:48,CNS034900,168,CN,SHANGHAI,"EDDIE HUA (HUA,YA-QI)",2019/12/25 上午 07:34:04,SHANGHAI,2020/5/18 上午 01:32:21
641,SHANGHAI FLOWLINK INTERNATIONAL LOGISTICS LTD,FLOWLINK,chris@flowlinklogistics.com,91310113771484197R,2F HUALIAN MANSION 359 DONGDAMING RD HONGKOU DISTRICT,,SHANGHAI,SHANGHAI,200080,CN,CNS029831,APPROVED,,,727,45,702,,2019/12/25 上午 06:32:56,2019/12/30 上午 09:28:28,2019/12/30 上午 09:28:28,CNS029831,168,CN,SHANGHAI,"EDDIE HUA (HUA,YA-QI)",2019/12/25 上午 06:31:11,SHANGHAI,2020/5/18 上午 01:32:21
643,"Shanghai Doolch International Freight Co.,Ltd","Doolch Co.,Ltd",jww@doolch.com,91310114MA1GTAUN87,"Room.1016/1017,North Building,","No.1839,Qixin Road.,Shanghai,China.",SHANGHAI,SHANGHAI,201101,CN,CNS031461,APPROVED,,,729,45,705,,2019/12/25 上午 07:38:18,2019/12/30 上午 09:29:53,2019/12/30 上午 09:29:53,CNS031461,185,CN,SHANGHAI,"EFFIE LI (LI, CHEN)",2019/12/25 上午 07:37:52,SHANGHAI,2020/5/18 上午 01:32:21
644,Topocean Consolidation Service (China) Ltd.,topocean,alphaqian@topocean.com.cn,91310000717853481U,"RM.4A,NO.668, East Building East Beijing Road,ShangHai,CHINA .",,shanghai,SHANGHAI,210001,CN,CNT008708,APPROVED,,,730,45,707,,2019/12/25 上午 07:38:31,2019/12/30 上午 09:30:57,2019/12/30 上午 09:30:57,CNT008708,166,CN,SHANGHAI,"GEORGE CHEN (CHEN, QI)",2019/12/25 上午 07:05:11,SHANGHAI,2020/5/18 上午 01:32:21
666,"MAOSHENG EXPRESS(SHA) CO.,LTD.",MAOSHENG,ms@smslogistics.cn,913101106320580321,ROOM210 JICHANG TOWN PUDONG NEW AREA SHANGHAI CHINA,,SHANGHAI,SHANGHAI,200000,CN,CNM004007,APPROVED,,,752,44,708,,2019/12/25 上午 09:05:28,2019/12/30 上午 09:31:15,2019/12/30 上午 09:31:15,CNM004007,154,CN,SHANGHAI,"NICK LU (LU, XIAO-CHENG)",2019/12/25 上午 08:41:26,SHANGHAI,2020/5/18 上午 01:32:21
634,"SHANGHAI ZENITH SHIPPING CO., LTD",ZENITH,market8@victory-intl.com,913101097432687531,"6 F, 307 Haining Road",,Shanghai,,200080,CN,CNS004237,APPROVED,,,720,44,729,,2019/12/25 上午 02:26:41,2019/12/31 上午 05:50:37,2019/12/31 上午 05:50:37,CNS004237,154,CN,SHANGHAI,"NICK LU (LU, XIAO-CHENG)",2019/12/25 上午 02:21:48,SHANGHAI,2020/5/18 上午 01:32:21
659,SHANGHAI EVER-DO INTERNATIONAL LOGISTICS,EVER-DO,coco.li@ever-do.com.cn,91310113685471496R,"22F,JUNJIANG INTERNATIONAL BUILDING,NO.228 NINGGUO ROAD,TANGPU DISTRICT",,SHANGHAI,SHANGHAI,200001,CN,CNS020789,APPROVED,,,745,45,715,,2019/12/25 上午 08:37:35,2019/12/30 上午 09:36:11,2019/12/30 上午 09:36:11,CNS020789,161,CN,SHANGHAI,"JOACHIM ZHANG (ZHANG, JUN-QI)",2019/12/25 上午 08:35:13,SHANGHAI,2020/5/18 上午 01:32:21
651,"JCL International Logistics (Shanghai) Co.,Ltd.",JCL,sky@jcllogistics-sha.com,9131011058525788XN,"Rm.205,Block A, No.108,Lane 334 Rong Guang Business Center, Jingzhou Rd.",,SHANGHAI,SHANGHAI,200082,CN,CNJ006936,APPROVED,,,737,45,718,,2019/12/25 上午 08:16:26,2019/12/30 上午 09:36:56,2019/12/30 上午 09:36:56,CNJ006936,161,CN,SHANGHAI,"JOACHIM ZHANG (ZHANG, JUN-QI)",2019/12/25 上午 08:15:49,SHANGHAI,2020/5/18 上午 01:32:21
839,ECU-WORLDWIDE (SINGAPORE) PTE. LTD,ECU,anniejan@ecuworldwide.com,198703532E,"237, Pandan Loop",#06-06 to 06-11 Westech Building,SINGAPORE,,128424,SG,SGE000018,APPROVED,,,940,45,824,,2020/1/1 下午 11:11:50,2020/1/9 上午 07:07:26,2020/1/9 上午 07:07:26,SGE000018,566,SG,SINGAPORE,KUO CHEN JU (KUO CHEN JU),2020/1/1 下午 11:11:36,SINGAPORE,2020/5/18 上午 01:32:21
927,Emprise International Transportation Co Ltd,Emprise,vivian.chang@empriselog.com,42646919,"Rm1,6F,No.201,Fuxing N. Rd.,",,Taipei,,10596,TW,TWE001728,APPROVED,,,1069,45,843,,2020/1/10 上午 07:26:13,2020/1/10 上午 08:45:01,2020/1/10 上午 08:45:01,TWE001728,432,TW,TAIPEI,"FYRAS GAU,(GAU, JING-TING)",2020/1/10 上午 07:24:45,TAIPEI,2020/5/18 上午 01:32:21
680,PAL LINE PTE LTD,PAL LINE,zhenzhentoh@palline.com.sg,200803574C,NO.8 UBI ROAD 2,#05-24 ZERVEX,SINGAPORE,,408538,SG,SGP000360,APPROVED,,,766,44,612,,2019/12/25 上午 10:15:36,2019/12/30 上午 06:02:10,2019/12/30 上午 06:02:10,SGP000360,567,SG,SINGAPORE,KIM MINJI (KIM MINJI),2019/12/25 上午 06:39:10,SINGAPORE,2020/5/18 上午 01:32:21
679,King Shipping Company,KSH,suying@king-sha.com,91310109695765324W,"Room 2001,No.188 SiPing Road
",,SHANGHAI,SHANGHAI,200081,CN,CNK002252,APPROVED,,,765,44,676,,2019/12/25 上午 10:03:42,2019/12/30 上午 09:19:41,2019/12/30 上午 09:19:41,CNK002252,150,CN,SHANGHAI,"TIM CHENG (CHENG, TIAN-EN)",2019/12/25 上午 10:02:54,SHANGHAI,2020/5/18 上午 01:32:21
669,"SIGMA INTERNATIONAL LOGISTICS (SHANGHAI) CO.,LTD",SIGMA,zcy@sigmash.com,9131011059973427X6,"ROOM1002-1003, BULD B, NBR269, HAINING ROAD, SHANGHAI",,SHANGHAI,,200080,CN,CNS027612,APPROVED,,,755,45,685,,2019/12/25 上午 09:20:37,2019/12/30 上午 09:22:04,2019/12/30 上午 09:22:04,CNS027612,170,CN,SHANGHAI,"DANIEL SHI (SHI, JIA-CHENG)",2019/12/25 上午 08:42:04,SHANGHAI,2020/5/18 上午 01:32:21
670,Pantos Logistics Shanghai Office,Pantos,william.yang@pantos.com,91310000748798761P,"Room 2001-2004, Block B, Baoland Plaza, No.588 Dalian Road, Yangpu Area Shanghai, 200082, P.R.China",,Shanghai,SHANGHAI,200082,CN,CNP003207,APPROVED,,,756,44,694,,2019/12/25 上午 09:23:05,2019/12/30 上午 09:24:26,2019/12/30 上午 09:24:26,CNP003207,18,CN,SHANGHAI,"NICO ZHANG (ZHANG, HUI-YANG)",2019/12/25 上午 09:22:24,SHANGHAI,2020/5/18 上午 01:32:21
668,shanghai honesty international logistics co ltd,shanghai honesty,wang.sha@honestyfreight.com,91310109588695850R,"ROOM 601 BUILDING 10.196 OUYANG ROAD,HONGKOU DISTRICT.SHANGHAI",,SHANGHAI,SHANGHAI,200081,CN,CNS034422,APPROVED,,,754,45,703,,2019/12/25 上午 09:09:49,2019/12/30 上午 09:28:50,2019/12/30 上午 09:28:50,CNS034422,185,CN,SHANGHAI,"EFFIE LI (LI, CHEN)",2019/12/25 上午 08:56:19,SHANGHAI,2020/5/18 上午 01:32:21
675,"Shanghai Top-Lustre Logistics Co.,Ltd.",Top-Lustre ,millen@top-lustre.com,91310109687362058M,"Room F310,Building 6, No.456 Wingsung Mansion,Wujin Road,Shanghai, China",,SHANGHAI,SHANGHAI,200071,CN,CNS025296,APPROVED,,,761,45,704,,2019/12/25 上午 09:37:55,2019/12/30 上午 09:29:28,2019/12/30 上午 09:29:28,CNS025296,185,CN,SHANGHAI,"EFFIE LI (LI, CHEN)",2019/12/25 上午 09:27:14,SHANGHAI,2020/5/18 上午 01:32:21
